Trip Duration,Start Time,Stop Time,Start Station ID,Start Station Name,Start Station Latitude,Start Station Longitude,End Station ID,End Station Name,End Station Latitude,End Station Longitude,Bike ID,User Type,Birth Year,Gender
846,2016-04-01 05:34:21,2016-04-01 05:48:28,3207,Oakland Ave,40.7376037,-74.0524783,3185,City Hall,40.7177325,-74.043845,24722,Subscriber,1984,2
291,2016-04-01 05:47:42,2016-04-01 05:52:33,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24565,Subscriber,1980,1
213,2016-04-01 05:50:38,2016-04-01 05:54:11,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24702,Subscriber,1989,1
318,2016-04-01 06:03:32,2016-04-01 06:08:51,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.73074262530658,-74.06378388404846,24392,Subscriber,1987,1
298,2016-04-01 06:07:22,2016-04-01 06:12:20,3214,Essex Light Rail,40.7127742,-74.0364857,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24474,Subscriber,1974,1
146,2016-04-01 06:15:22,2016-04-01 06:17:49,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24437,Subscriber,1973,1
642,2016-04-01 06:17:29,2016-04-01 06:28:12,3211,Newark Ave,40.72152515,-74.046304543,3214,Essex Light Rail,40.7127742,-74.0364857,24494,Subscriber,1974,2
239,2016-04-01 06:19:56,2016-04-01 06:23:56,3185,City Hall,40.7177325,-74.043845,3184,Paulus Hook,40.7141454,-74.0335519,24563,Subscriber,1984,1
955,2016-04-01 06:32:10,2016-04-01 06:48:06,3217,Bayside Park,40.698650544,-74.082079678,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24602,Subscriber,1977,1
313,2016-04-01 06:33:29,2016-04-01 06:38:42,3203,Hamilton Park,40.727595966,-74.044247311,3202,Newport PATH,40.7272235,-74.0337589,24679,Subscriber,1980,1
440,2016-04-01 06:43:27,2016-04-01 06:50:48,3187,Warren St,40.7211236,-74.03805095,3184,Paulus Hook,40.7141454,-74.0335519,24647,Subscriber,1986,1
117,2016-04-01 06:43:53,2016-04-01 06:45:51,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24494,Subscriber,1980,1
168,2016-04-01 06:46:37,2016-04-01 06:49:25,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24495,Subscriber,1989,1
281,2016-04-01 06:47:33,2016-04-01 06:52:15,3185,City Hall,40.7177325,-74.043845,3205,JC Medical Center,40.71653978099194,-74.0496379137039,24623,Subscriber,1986,1
142,2016-04-01 06:52:25,2016-04-01 06:54:47,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24416,Subscriber,1980,1
115,2016-04-01 06:53:19,2016-04-01 06:55:14,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24544,Subscriber,1983,1
986,2016-04-01 06:55:47,2016-04-01 07:12:14,3198,Heights Elevator,40.748715945380226,-74.04044330120087,3183,Exchange Place,40.7162469,-74.0334588,24596,Subscriber,1975,1
281,2016-04-01 06:56:39,2016-04-01 07:01:20,3203,Hamilton Park,40.727595966,-74.044247311,3202,Newport PATH,40.7272235,-74.0337589,24472,Subscriber,1981,1
207,2016-04-01 06:59:04,2016-04-01 07:02:32,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24504,Subscriber,1991,1
269,2016-04-01 07:04:41,2016-04-01 07:09:10,3184,Paulus Hook,40.7141454,-74.0335519,3185,City Hall,40.7177325,-74.043845,24563,Subscriber,1984,1
215,2016-04-01 07:11:45,2016-04-01 07:15:21,3194,McGinley Square,40.7253399253558,-74.06762212514877,3195,Sip Ave,40.73074262530658,-74.06378388404846,24387,Subscriber,1978,2
192,2016-04-01 07:13:15,2016-04-01 07:16:28,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24625,Subscriber,1972,2
144,2016-04-01 07:13:48,2016-04-01 07:16:12,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24485,Subscriber,1984,1
931,2016-04-01 07:20:18,2016-04-01 07:35:49,3210,Pershing Field,40.742677141,-74.051788633,3183,Exchange Place,40.7162469,-74.0334588,24575,Subscriber,1984,1
302,2016-04-01 07:23:22,2016-04-01 07:28:24,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24558,Subscriber,1979,1
635,2016-04-01 07:23:55,2016-04-01 07:34:30,3197,North St,40.752559,-74.044725,3195,Sip Ave,40.73074262530658,-74.06378388404846,24483,Subscriber,1987,1
193,2016-04-01 07:25:42,2016-04-01 07:28:55,3187,Warren St,40.7211236,-74.03805095,3202,Newport PATH,40.7272235,-74.0337589,24690,Subscriber,1980,1
158,2016-04-01 07:25:43,2016-04-01 07:28:22,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24572,Subscriber,1970,1
392,2016-04-01 07:26:47,2016-04-01 07:33:19,3193,Lincoln Park,40.7246050998869,-74.07840594649315,3195,Sip Ave,40.73074262530658,-74.06378388404846,24621,Subscriber,1972,1
241,2016-04-01 07:28:20,2016-04-01 07:32:22,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24722,Subscriber,1989,1
407,2016-04-01 07:29:04,2016-04-01 07:35:51,3193,Lincoln Park,40.7246050998869,-74.07840594649315,3195,Sip Ave,40.73074262530658,-74.06378388404846,24706,Subscriber,1988,1
764,2016-04-01 07:29:15,2016-04-01 07:41:59,3220,5 Corners Library,40.734961020009514,-74.0595030784607,3184,Paulus Hook,40.7141454,-74.0335519,24650,Subscriber,1969,1
336,2016-04-01 07:31:14,2016-04-01 07:36:51,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.73074262530658,-74.06378388404846,24655,Subscriber,1981,1
270,2016-04-01 07:38:08,2016-04-01 07:42:38,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24588,Subscriber,1989,1
339,2016-04-01 07:40:13,2016-04-01 07:45:52,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.73074262530658,-74.06378388404846,24560,Subscriber,1991,2
327,2016-04-01 07:40:13,2016-04-01 07:45:40,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.73074262530658,-74.06378388404846,24603,Subscriber,1991,1
290,2016-04-01 07:41:54,2016-04-01 07:46:44,3215,Central Ave,40.7467299,-74.0492509,3198,Heights Elevator,40.748715945380226,-74.04044330120087,24678,Subscriber,1976,1
123,2016-04-01 07:41:58,2016-04-01 07:44:02,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,24433,Subscriber,1963,1
281,2016-04-01 07:42:20,2016-04-01 07:47:01,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24466,Subscriber,1980,1
617,2016-04-01 07:45:00,2016-04-01 07:55:18,3209,Brunswick St,40.7241765,-74.0506564,3184,Paulus Hook,40.7141454,-74.0335519,24532,Subscriber,1994,1
156,2016-04-01 07:45:12,2016-04-01 07:47:49,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24469,Subscriber,1979,1
481,2016-04-01 07:47:29,2016-04-01 07:55:31,3193,Lincoln Park,40.7246050998869,-74.07840594649315,3195,Sip Ave,40.73074262530658,-74.06378388404846,24418,Subscriber,1981,1
222,2016-04-01 07:48:50,2016-04-01 07:52:32,3187,Warren St,40.7211236,-74.03805095,3183,Exchange Place,40.7162469,-74.0334588,24444,Subscriber,1988,2
180,2016-04-01 07:48:51,2016-04-01 07:51:51,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24640,Subscriber,1971,1
404,2016-04-01 07:52:42,2016-04-01 07:59:26,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24702,Subscriber,1982,1
294,2016-04-01 07:54:01,2016-04-01 07:58:55,3210,Pershing Field,40.742677141,-74.051788633,3220,5 Corners Library,40.734961020009514,-74.0595030784607,24585,Subscriber,1985,2
360,2016-04-01 07:54:14,2016-04-01 08:00:14,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24475,Subscriber,1968,1
124,2016-04-01 07:56:28,2016-04-01 07:58:32,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24710,Subscriber,1981,2
371,2016-04-01 07:58:22,2016-04-01 08:04:33,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.73074262530658,-74.06378388404846,24572,Subscriber,1972,1
192,2016-04-01 08:00:01,2016-04-01 08:03:14,3194,McGinley Square,40.7253399253558,-74.06762212514877,3195,Sip Ave,40.73074262530658,-74.06378388404846,24442,Subscriber,1970,1
689,2016-04-01 08:00:07,2016-04-01 08:11:37,3211,Newark Ave,40.72152515,-74.046304543,3202,Newport PATH,40.7272235,-74.0337589,24699,Subscriber,1959,2
525,2016-04-01 08:00:52,2016-04-01 08:09:37,3203,Hamilton Park,40.727595966,-74.044247311,3183,Exchange Place,40.7162469,-74.0334588,24618,Subscriber,1956,1
869,2016-04-01 08:02:24,2016-04-01 08:16:54,3187,Warren St,40.7211236,-74.03805095,3194,McGinley Square,40.7253399253558,-74.06762212514877,24597,Subscriber,1984,1
307,2016-04-01 08:03:57,2016-04-01 08:09:05,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24416,Subscriber,1985,2
150,2016-04-01 08:04:06,2016-04-01 08:06:37,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24422,Subscriber,1991,1
561,2016-04-01 08:05:37,2016-04-01 08:14:58,3209,Brunswick St,40.7241765,-74.0506564,3183,Exchange Place,40.7162469,-74.0334588,24675,Subscriber,1981,1
685,2016-04-01 08:07:15,2016-04-01 08:18:41,3196,Riverview Park,40.7443187,-74.0439909,3211,Newark Ave,40.72152515,-74.046304543,24551,Subscriber,1977,1
235,2016-04-01 08:09:51,2016-04-01 08:13:47,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24538,Subscriber,1984,2
294,2016-04-01 08:11:06,2016-04-01 08:16:00,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24700,Subscriber,1989,1
276,2016-04-01 08:12:40,2016-04-01 08:17:16,3203,Hamilton Park,40.727595966,-74.044247311,3187,Warren St,40.7211236,-74.03805095,24596,Subscriber,1983,1
140,2016-04-01 08:12:48,2016-04-01 08:15:09,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24486,Subscriber,1979,1
353,2016-04-01 08:13:08,2016-04-01 08:19:01,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24521,Subscriber,1981,2
709,2016-04-01 08:13:41,2016-04-01 08:25:30,3199,Newport Pkwy,40.7287448,-74.0321082,3184,Paulus Hook,40.7141454,-74.0335519,24666,Subscriber,1959,1
369,2016-04-01 08:14:06,2016-04-01 08:20:16,3185,City Hall,40.7177325,-74.043845,3184,Paulus Hook,40.7141454,-74.0335519,24563,Subscriber,1984,1
216,2016-04-01 08:16:08,2016-04-01 08:19:44,3194,McGinley Square,40.7253399253558,-74.06762212514877,3195,Sip Ave,40.73074262530658,-74.06378388404846,24441,Subscriber,1981,1
246,2016-04-01 08:16:19,2016-04-01 08:20:25,3202,Newport PATH,40.7272235,-74.0337589,3187,Warren St,40.7211236,-74.03805095,24699,Subscriber,1980,1
522,2016-04-01 08:17:04,2016-04-01 08:25:47,3193,Lincoln Park,40.7246050998869,-74.07840594649315,3195,Sip Ave,40.73074262530658,-74.06378388404846,24467,Subscriber,1974,1
102,2016-04-01 08:17:41,2016-04-01 08:19:24,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,24615,Subscriber,1975,1
424,2016-04-01 08:17:56,2016-04-01 08:25:00,3212,Christ Hospital,40.734785818,-74.050443636,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24477,Subscriber,1983,1
367,2016-04-01 08:18:38,2016-04-01 08:24:45,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24474,Subscriber,1984,1
139,2016-04-01 08:20:47,2016-04-01 08:23:06,3211,Newark Ave,40.72152515,-74.046304543,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24709,Subscriber,1972,1
433,2016-04-01 08:22:22,2016-04-01 08:29:35,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.73074262530658,-74.06378388404846,24508,Subscriber,1981,1
207,2016-04-01 08:22:28,2016-04-01 08:25:55,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24496,Subscriber,1984,1
477,2016-04-01 08:22:49,2016-04-01 08:30:47,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24583,Subscriber,1977,1
939,2016-04-01 08:24:16,2016-04-01 08:39:56,3192,Liberty Light Rail,40.7112423,-74.0557013,3183,Exchange Place,40.7162469,-74.0334588,24510,Subscriber,1990,1
458,2016-04-01 08:24:56,2016-04-01 08:32:34,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24504,Subscriber,1984,2
226,2016-04-01 08:27:12,2016-04-01 08:30:58,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24598,Subscriber,1989,1
206,2016-04-01 08:29:08,2016-04-01 08:32:34,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24402,Subscriber,1985,1
916,2016-04-01 08:29:29,2016-04-01 08:44:45,3193,Lincoln Park,40.7246050998869,-74.07840594649315,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24497,Subscriber,1985,1
213,2016-04-01 08:30:33,2016-04-01 08:34:06,3194,McGinley Square,40.7253399253558,-74.06762212514877,3195,Sip Ave,40.73074262530658,-74.06378388404846,24597,Subscriber,1987,1
125,2016-04-01 08:31:15,2016-04-01 08:33:20,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,24724,Subscriber,1991,2
286,2016-04-01 08:32:10,2016-04-01 08:36:56,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24717,Subscriber,1977,1
398,2016-04-01 08:32:14,2016-04-01 08:38:52,3212,Christ Hospital,40.734785818,-74.050443636,3195,Sip Ave,40.73074262530658,-74.06378388404846,24476,Subscriber,1990,1
434,2016-04-01 08:34:13,2016-04-01 08:41:27,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3202,Newport PATH,40.7272235,-74.0337589,24504,Subscriber,1990,1
562,2016-04-01 08:34:17,2016-04-01 08:43:39,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24500,Subscriber,1986,1
343,2016-04-01 08:34:25,2016-04-01 08:40:08,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.73074262530658,-74.06378388404846,24669,Subscriber,1980,1
665,2016-04-01 08:35:58,2016-04-01 08:47:03,3194,McGinley Square,40.7253399253558,-74.06762212514877,3183,Exchange Place,40.7162469,-74.0334588,24446,Subscriber,1976,1
466,2016-04-01 08:36:01,2016-04-01 08:43:48,3211,Newark Ave,40.72152515,-74.046304543,3183,Exchange Place,40.7162469,-74.0334588,24649,Subscriber,1984,1
1847,2016-04-01 08:36:50,2016-04-01 09:07:38,3214,Essex Light Rail,40.7127742,-74.0364857,3214,Essex Light Rail,40.7127742,-74.0364857,24711,Subscriber,1971,2
570,2016-04-01 08:37:32,2016-04-01 08:47:03,3207,Oakland Ave,40.7376037,-74.0524783,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24386,Subscriber,1989,1
335,2016-04-01 08:40:23,2016-04-01 08:45:59,3203,Hamilton Park,40.727595966,-74.044247311,3202,Newport PATH,40.7272235,-74.0337589,24575,Subscriber,1954,1
263,2016-04-01 08:40:44,2016-04-01 08:45:07,3201,Dey St,40.737711,-74.066921,3195,Sip Ave,40.73074262530658,-74.06378388404846,24574,Subscriber,1981,1
384,2016-04-01 08:40:47,2016-04-01 08:47:12,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3184,Paulus Hook,40.7141454,-74.0335519,24402,Subscriber,1987,1
741,2016-04-01 08:41:02,2016-04-01 08:53:24,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24647,Subscriber,1986,2
89,2016-04-01 08:41:16,2016-04-01 08:42:46,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,24460,Subscriber,1990,1
182,2016-04-01 08:41:44,2016-04-01 08:44:47,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24663,Subscriber,1983,1
381,2016-04-01 08:42:36,2016-04-01 08:48:58,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24494,Subscriber,1968,1
515,2016-04-01 08:43:18,2016-04-01 08:51:54,3195,Sip Ave,40.73074262530658,-74.06378388404846,3193,Lincoln Park,40.7246050998869,-74.07840594649315,24655,Subscriber,1983,1
214,2016-04-01 08:43:26,2016-04-01 08:47:01,3185,City Hall,40.7177325,-74.043845,3211,Newark Ave,40.72152515,-74.046304543,24469,Subscriber,1993,1
154,2016-04-01 08:43:37,2016-04-01 08:46:12,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24401,Subscriber,1962,1
739,2016-04-01 08:43:46,2016-04-01 08:56:05,3196,Riverview Park,40.7443187,-74.0439909,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24539,Subscriber,1987,1
397,2016-04-01 08:46:57,2016-04-01 08:53:34,3211,Newark Ave,40.72152515,-74.046304543,3184,Paulus Hook,40.7141454,-74.0335519,24551,Subscriber,1989,1
557,2016-04-01 08:52:14,2016-04-01 09:01:31,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.73074262530658,-74.06378388404846,24671,Subscriber,1991,2
694,2016-04-01 08:52:26,2016-04-01 09:04:00,3210,Pershing Field,40.742677141,-74.051788633,3202,Newport PATH,40.7272235,-74.0337589,24428,Subscriber,1990,1
890,2016-04-01 08:53:33,2016-04-01 09:08:24,3210,Pershing Field,40.742677141,-74.051788633,3183,Exchange Place,40.7162469,-74.0334588,24396,Subscriber,1991,2
394,2016-04-01 08:54:40,2016-04-01 09:01:15,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3202,Newport PATH,40.7272235,-74.0337589,24647,Subscriber,1985,1
196,2016-04-01 08:54:57,2016-04-01 08:58:13,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24516,Subscriber,1985,1
1209,2016-04-01 08:55:11,2016-04-01 09:15:21,3193,Lincoln Park,40.7246050998869,-74.07840594649315,3193,Lincoln Park,40.7246050998869,-74.07840594649315,24693,Subscriber,1983,1
393,2016-04-01 08:55:22,2016-04-01 09:01:55,3193,Lincoln Park,40.7246050998869,-74.07840594649315,3195,Sip Ave,40.73074262530658,-74.06378388404846,24655,Subscriber,1979,1
221,2016-04-01 08:56:36,2016-04-01 09:00:17,3194,McGinley Square,40.7253399253558,-74.06762212514877,3195,Sip Ave,40.73074262530658,-74.06378388404846,24498,Subscriber,1987,1
145,2016-04-01 08:56:53,2016-04-01 08:59:19,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24605,Subscriber,1982,1
173,2016-04-01 08:57:45,2016-04-01 09:00:39,3197,North St,40.752559,-74.044725,3198,Heights Elevator,40.748715945380226,-74.04044330120087,24610,Subscriber,1984,1
453,2016-04-01 08:59:39,2016-04-01 09:07:12,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24562,Subscriber,1988,2
595,2016-04-01 09:00:58,2016-04-01 09:10:53,3203,Hamilton Park,40.727595966,-74.044247311,3184,Paulus Hook,40.7141454,-74.0335519,24485,Subscriber,1986,2
407,2016-04-01 09:00:59,2016-04-01 09:07:47,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24558,Subscriber,1985,1
675,2016-04-01 09:02:07,2016-04-01 09:13:23,3199,Newport Pkwy,40.7287448,-74.0321082,3183,Exchange Place,40.7162469,-74.0334588,24452,Subscriber,1972,2
121,2016-04-01 09:02:08,2016-04-01 09:04:09,3214,Essex Light Rail,40.7127742,-74.0364857,3184,Paulus Hook,40.7141454,-74.0335519,24497,Subscriber,1984,1
989,2016-04-01 09:04:29,2016-04-01 09:20:59,3215,Central Ave,40.7467299,-74.0492509,3202,Newport PATH,40.7272235,-74.0337589,24577,Subscriber,1982,1
433,2016-04-01 09:05:18,2016-04-01 09:12:31,3203,Hamilton Park,40.727595966,-74.044247311,3202,Newport PATH,40.7272235,-74.0337589,24405,Subscriber,1956,2
174,2016-04-01 09:06:04,2016-04-01 09:08:58,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24687,Subscriber,1979,1
635,2016-04-01 09:06:06,2016-04-01 09:16:42,3203,Hamilton Park,40.727595966,-74.044247311,3184,Paulus Hook,40.7141454,-74.0335519,24419,Subscriber,1970,1
619,2016-04-01 09:07:23,2016-04-01 09:17:43,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24448,Subscriber,1976,1
302,2016-04-01 09:08:39,2016-04-01 09:13:41,3201,Dey St,40.737711,-74.066921,3195,Sip Ave,40.73074262530658,-74.06378388404846,24568,Subscriber,1987,2
231,2016-04-01 09:10:17,2016-04-01 09:14:08,3185,City Hall,40.7177325,-74.043845,3183,Exchange Place,40.7162469,-74.0334588,24486,Subscriber,1986,1
818,2016-04-01 09:10:33,2016-04-01 09:24:12,3215,Central Ave,40.7467299,-74.0492509,3195,Sip Ave,40.73074262530658,-74.06378388404846,24673,Subscriber,1985,2
924,2016-04-01 09:10:35,2016-04-01 09:26:00,3220,5 Corners Library,40.734961020009514,-74.0595030784607,3184,Paulus Hook,40.7141454,-74.0335519,24662,Subscriber,1981,1
505,2016-04-01 09:10:54,2016-04-01 09:19:20,3215,Central Ave,40.7467299,-74.0492509,3195,Sip Ave,40.73074262530658,-74.06378388404846,24503,Subscriber,1983,1
67,2016-04-01 09:12:38,2016-04-01 09:13:46,3184,Paulus Hook,40.7141454,-74.0335519,3183,Exchange Place,40.7162469,-74.0334588,24599,Subscriber,1981,1
754,2016-04-01 09:14:34,2016-04-01 09:27:08,3192,Liberty Light Rail,40.7112423,-74.0557013,3183,Exchange Place,40.7162469,-74.0334588,24435,Subscriber,1977,2
288,2016-04-01 09:14:52,2016-04-01 09:19:40,3214,Essex Light Rail,40.7127742,-74.0364857,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24494,Subscriber,1986,1
372,2016-04-01 09:16:02,2016-04-01 09:22:15,3211,Newark Ave,40.72152515,-74.046304543,3183,Exchange Place,40.7162469,-74.0334588,24479,Subscriber,1949,1
400,2016-04-01 09:17:43,2016-04-01 09:24:23,3187,Warren St,40.7211236,-74.03805095,3202,Newport PATH,40.7272235,-74.0337589,24651,Subscriber,1975,1
635,2016-04-01 09:18:26,2016-04-01 09:29:02,3190,Garfield Ave Station,40.7104670233797,-74.07003879547119,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24613,Subscriber,1988,1
299,2016-04-01 09:19:03,2016-04-01 09:24:03,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.04311746358871,24534,Subscriber,1968,1
340,2016-04-01 09:21:00,2016-04-01 09:26:41,3194,McGinley Square,40.7253399253558,-74.06762212514877,3195,Sip Ave,40.73074262530658,-74.06378388404846,24388,Subscriber,1985,1
